timestamp,station,rh,sup,ta,ws10m,wd10m,wd10m_std,ws5m,pp,pa,wind_gust_5m,wind_gust_10m,patm
2020-01-11 19:00:00,PFA,77.04,414.7,15.98,2.389,227.2,16.41,2.051,0.0,376.0,0.0,0.0,
2020-01-11 20:00:00,PFA,76.09,280.3,16.42,0.964,250.2,34.21,1.426,0.0,375.9,0.0,0.0,
2020-01-11 21:00:00,PFA,91.2,144.7,14.62,0.369,239.4,10.64,0.745,0.0,375.8,0.0,0.0,
2020-01-11 22:00:00,PFA,89.7,174.6,15.21,0.255,196.3,16.29,1.102,0.0,375.8,0.357,0.0,
2020-01-11 23:00:00,PFA,85.7,101.9,15.92,1.876,216.8,14.12,1.39,0.0,375.8,0.288,1.621,
2020-01-12 00:00:00,PFA,82.5,28.2,15.63,0.372,348.3,26.4,0.908,0.0,375.8,0.0,0.0,
2020-01-12 01:00:00,PFA,92.2,0.0,14.06,1.439,308.4,12.72,1.558,0.0,375.7,0.65,1.067,
2020-01-12 02:00:00,PFA,97.0,0.0,13.46,1.123,327.7,14.87,1.452,0.0,375.7,0.0,0.0,
2020-01-12 03:00:00,PFA,95.5,0.0,13.35,0.98,311.8,10.53,1.197,0.0,375.7,0.0,0.0,
2020-01-12 04:00:00,PFA,97.0,0.0,12.88,0.334,319.7,10.96,0.924,0.0,375.7,0.0,0.0,
2020-01-12 05:00:00,PFA,95.8,0.0,12.71,0.732,272.7,28.82,1.314,0.0,375.7,0.39,0.398,
2020-01-12 06:00:00,PFA,91.2,0.0,12.55,2.187,332.7,8.68,2.134,0.0,375.7,0.82,1.455,
2020-01-12 07:00:00,PFA,90.7,0.0,11.7,2.452,351.0,12.08,2.367,0.0,375.6,0.233,0.265,
2020-01-12 08:00:00,PFA,90.1,0.0,11.2,3.318,332.5,11.38,3.255,0.0,375.6,0.888,0.866,
2020-01-12 09:00:00,PFA,92.5,0.0,10.51,3.365,334.1,9.32,2.964,0.0,375.6,0.0,0.047,
2020-01-12 10:00:00,PFA,87.7,15.23,10.94,4.198,348.5,12.19,3.963,0.0,375.6,0.999,0.833,
2020-01-12 11:00:00,PFA,85.7,78.94,11.43,1.899,347.2,15.65,2.01,0.0,375.7,0.0,0.0,
2020-01-12 12:00:00,PFA,91.5,65.75,11.66,0.0,0.0,0.0,0.728,0.0,375.6,0.0,0.0,
2020-01-12 13:00:00,PFA,75.45,565.1,15.43,0.449,123.6,8.04,1.157,0.0,375.9,0.429,0.449,
2020-01-12 14:00:00,PFA,77.59,735.8,15.4,0.205,131.8,3.941,1.113,0.0,376.0,0.0,0.0,
2020-01-12 15:00:00,PFA,77.12,839.0,15.71,0.249,150.7,10.31,1.076,0.0,376.1,0.0,0.044,
2020-01-12 16:00:00,PFA,67.94,962.0,16.76,0.794,119.7,26.61,1.638,0.0,376.1,0.562,0.545,
2020-01-12 17:00:00,PFA,67.87,995.0,17.4,1.464,119.8,13.83,2.056,0.0,376.0,0.418,0.67,
2020-01-12 18:00:00,PFA,58.85,951.0,19.79,2.478,221.2,51.31,2.128,0.0,376.3,0.072,1.014,
2020-01-12 19:00:00,PFA,58.01,864.0,20.01,5.644,232.2,16.84,4.301,0.0,376.2,2.173,3.166,
2020-01-12 20:00:00,PFA,54.22,728.1,20.86,6.856,226.9,6.706,4.415,0.0,376.3,0.114,1.212,
2020-01-12 21:00:00,PFA,48.55,551.8,21.69,5.014,234.4,16.19,3.614,0.0,376.3,0.0,0.0,
2020-01-12 22:00:00,PFA,44.69,360.2,22.79,2.085,249.9,25.11,2.009,0.0,376.3,0.0,0.0,
2020-01-12 23:00:00,PFA,47.87,190.3,22.12,1.693,229.6,22.53,1.767,0.0,376.2,0.0,0.0,
2020-01-13 00:00:00,PFA,76.45,32.06,17.27,3.029,318.7,14.87,2.317,0.0,375.9,0.55,1.336,
2020-01-13 01:00:00,PFA,73.34,0.0,17.16,4.027,338.5,12.52,3.545,0.0,375.8,1.228,0.998,
2020-01-13 02:00:00,PFA,77.08,0.0,15.79,3.369,338.9,18.25,3.187,0.0,375.8,0.0,0.0,
2020-01-13 03:00:00,PFA,76.99,0.0,15.36,3.214,346.5,11.28,2.972,0.0,375.7,0.0,0.0,
2020-01-13 04:00:00,PFA,84.2,0.0,14.19,1.692,335.0,14.18,1.618,0.0,375.7,0.0,0.0,
2020-01-13 05:00:00,PFA,85.9,0.0,13.67,2.635,340.1,14.66,2.245,0.0,375.7,0.627,0.943,
2020-01-13 06:00:00,PFA,95.6,0.0,11.75,1.624,322.0,5.669,1.477,0.0,375.6,0.0,0.0,
2020-01-13 07:00:00,PFA,96.0,0.0,11.39,0.704,322.7,15.29,0.75,0.0,375.6,0.0,0.0,
2020-01-13 08:00:00,PFA,98.2,0.0,10.58,1.384,330.2,6.572,1.562,0.0,375.6,0.812,0.68,
2020-01-13 09:00:00,PFA,91.9,0.0,11.62,3.11,345.3,14.79,3.056,0.0,375.6,1.494,1.726,
2020-01-13 10:00:00,PFA,99.2,14.49,9.94,1.369,330.4,4.252,1.821,0.0,375.6,0.0,0.0,
2020-01-13 11:00:00,PFA,96.9,62.89,10.64,0.854,331.9,13.95,1.54,0.0,375.6,0.0,0.0,
2020-01-13 12:00:00,PFA,94.2,132.9,13.12,4.523,223.2,9.18,3.11,0.0,375.7,1.57,3.669,
2020-01-13 13:00:00,PFA,94.2,239.7,13.26,5.68,223.4,9.11,3.595,0.0,375.7,0.485,1.157,
2020-01-13 14:00:00,PFA,89.3,711.8,14.11,6.151,235.4,12.32,4.818,0.0,375.8,1.223,0.471,
2020-01-13 15:00:00,PFA,89.7,815.6,14.06,6.106,230.0,16.08,4.757,0.0,375.8,0.0,0.0,
2020-01-13 16:00:00,PFA,87.5,513.4,14.83,6.051,226.9,23.0,4.352,0.0,375.8,0.0,0.0,
2020-01-13 17:00:00,PFA,90.8,202.6,13.95,4.52,211.4,7.981,2.951,0.0,375.8,0.0,0.0,
2020-01-13 18:00:00,PFA,82.5,664.7,15.57,2.071,233.5,22.82,1.959,0.0,375.9,0.0,0.0,
2020-01-13 19:00:00,PFA,79.19,895.0,16.37,5.509,210.5,10.43,3.467,0.0,376.1,1.508,3.438,
2020-01-13 20:00:00,PFA,71.79,708.4,17.77,4.012,208.1,11.09,2.84,0.0,376.2,0.0,0.0,
2020-01-13 21:00:00,PFA,65.23,303.2,18.21,4.951,196.9,32.87,3.491,0.0,376.0,0.651,0.939,
2020-01-13 22:00:00,PFA,69.21,109.8,17.59,3.322,201.9,14.59,2.919,0.0,375.9,0.0,0.0,
2020-01-13 23:00:00,PFA,73.17,53.75,16.46,4.158,201.8,18.28,3.533,0.0,375.8,0.614,0.836,
2020-01-14 00:00:00,PFA,84.9,0.0,14.98,6.53,222.9,7.959,3.878,0.0,375.8,0.345,2.372,
2020-01-14 01:00:00,PFA,76.72,0.0,15.66,1.288,59.57,72.32,1.831,0.0,375.7,0.0,0.0,
2020-01-14 02:00:00,PFA,86.6,0.0,14.77,0.484,302.2,35.91,1.074,0.0,375.7,0.0,0.0,
2020-01-14 03:00:00,PFA,93.7,0.0,13.82,0.709,196.7,52.47,1.516,0.0,375.7,0.442,0.225,
2020-01-14 04:00:00,PFA,95.4,0.0,13.32,3.676,234.8,21.14,2.682,0.0,375.7,1.166,2.967,
2020-01-14 05:00:00,PFA,95.8,0.0,13.14,4.038,233.4,25.78,2.609,0.0,375.7,0.0,0.362,
2020-01-14 06:00:00,PFA,97.6,0.0,13.19,0.851,273.8,23.78,1.215,0.0,375.7,0.0,0.0,
2020-01-14 07:00:00,PFA,100.0,0.0,12.81,0.63,283.0,6.628,0.779,0.0,375.7,0.0,0.0,
2020-01-14 08:00:00,PFA,87.8,0.0,13.94,2.776,24.06,29.07,2.437,0.0,375.7,1.658,2.146,
2020-01-14 09:00:00,PFA,89.1,0.0,12.09,1.544,271.9,43.25,1.994,0.0,375.7,0.0,0.0,
2020-01-14 10:00:00,PFA,77.11,0.0,12.23,3.105,43.46,29.54,3.508,0.0,375.6,1.514,1.561,
2020-01-14 11:00:00,PFA,68.78,130.2,12.31,3.406,179.4,59.57,3.601,0.0,375.6,0.093,0.301,
2020-01-14 12:00:00,PFA,68.13,181.5,12.0,1.185,121.2,56.75,2.144,0.0,375.7,0.0,0.0,
2020-01-14 13:00:00,PFA,59.0,385.0,13.33,3.661,179.6,36.8,3.514,0.0,375.8,1.37,2.476,
2020-01-14 14:00:00,PFA,60.08,282.9,12.93,1.393,28.47,74.98,1.953,0.0,375.7,0.0,0.0,
2020-01-14 15:00:00,PFA,88.9,16.14,9.71,2.081,20.55,62.88,2.109,0.0,375.6,0.156,0.688,
2020-01-14 16:00:00,PFA,85.1,69.85,8.51,4.091,15.73,44.05,3.598,0.0,375.6,1.489,2.01,
2020-01-14 17:00:00,PFA,88.5,25.61,8.5,4.231,226.2,22.4,3.694,0.0,375.6,0.096,0.14,
2020-01-14 18:00:00,PFA,79.56,333.1,10.24,2.82,330.6,32.09,2.569,0.0,375.6,0.0,0.0,
2020-01-14 19:00:00,PFA,85.1,82.9,9.47,5.313,218.2,18.62,3.942,0.0,375.6,1.373,2.493,
2020-01-14 20:00:00,PFA,76.65,51.43,9.82,2.497,120.9,60.4,2.954,0.0,375.6,0.0,0.0,
2020-01-14 21:00:00,PFA,83.6,43.87,9.37,0.226,208.9,73.29,1.09,0.0,375.6,0.0,0.0,
2020-01-14 22:00:00,PFA,65.48,7.826,10.23,2.268,176.5,84.8,3.263,0.0,375.6,2.173,2.042,
2020-01-14 23:00:00,PFA,66.9,33.64,10.63,7.031,218.8,11.42,4.217,0.0,375.6,0.954,4.763,
2020-01-15 00:00:00,PFA,66.58,11.43,10.17,2.903,213.5,71.55,2.899,0.0,375.6,0.0,0.0,
2020-01-15 01:00:00,PFA,66.12,0.0,9.59,2.082,217.0,72.6,2.445,0.0,375.6,0.0,0.0,
2020-01-15 02:00:00,PFA,71.96,0.0,9.31,0.521,341.8,85.3,1.411,0.0,375.6,0.0,0.0,
2020-01-15 03:00:00,PFA,69.08,0.0,9.15,3.067,70.82,23.47,3.585,0.0,375.6,2.174,2.546,
2020-01-15 04:00:00,PFA,81.2,0.0,8.25,1.672,206.3,77.4,1.983,0.0,375.6,0.0,0.0,
2020-01-15 05:00:00,PFA,66.84,0.0,9.13,4.67,150.1,25.85,4.974,0.0,375.6,2.991,2.998,
2020-01-15 06:00:00,PFA,64.01,0.0,9.37,3.239,120.9,24.01,3.97,0.0,375.6,0.0,0.0,
2020-01-15 07:00:00,PFA,68.51,0.0,9.69,5.25,198.3,11.97,4.726,0.0,375.6,0.756,2.011,
2020-01-15 08:00:00,PFA,72.12,0.0,9.22,6.063,203.3,8.61,4.757,0.0,375.6,0.031,0.813,
2020-01-15 09:00:00,PFA,64.47,0.0,9.29,3.299,216.1,34.03,2.898,0.0,375.6,0.0,0.0,
2020-01-15 10:00:00,PFA,63.73,1.11,8.81,0.382,205.0,61.9,1.44,0.0,375.6,0.0,0.0,
2020-01-15 11:00:00,PFA,58.7,33.77,9.02,1.655,47.95,14.51,1.902,0.0,375.6,0.462,1.273,
2020-01-15 12:00:00,PFA,61.65,54.31,9.24,2.505,221.2,61.1,2.367,0.0,375.6,0.465,0.85,
2020-01-15 13:00:00,PFA,62.27,168.5,9.68,2.848,197.3,28.58,2.477,0.0,375.6,0.11,0.343,
2020-01-15 14:00:00,PFA,60.44,229.5,10.35,4.689,210.4,13.69,3.451,0.0,375.6,0.974,1.841,
2020-01-15 15:00:00,PFA,58.47,729.0,11.42,4.422,228.9,16.11,2.723,0.0,375.7,0.0,0.0,
2020-01-15 16:00:00,PFA,55.43,216.4,12.15,3.574,218.2,15.2,2.275,0.0,375.7,0.0,0.0,
2020-01-15 17:00:00,PFA,50.34,292.8,12.33,2.065,241.5,34.13,1.893,0.0,375.7,0.0,0.0,
2020-01-15 18:00:00,PFA,60.26,319.8,11.39,2.597,197.4,14.86,2.582,0.0,375.7,0.689,0.532,
2020-01-15 19:00:00,PFA,74.88,193.9,10.33,1.395,313.0,23.3,2.101,0.0,375.7,0.0,0.0,
2020-01-15 20:00:00,PFA,59.17,740.8,12.89,4.428,224.9,25.01,2.869,0.0,375.8,0.768,3.033,
2020-01-15 21:00:00,PFA,65.16,184.5,11.62,1.555,240.3,31.0,1.579,0.0,375.7,0.0,0.0,
2020-01-15 22:00:00,PFA,62.53,226.6,12.79,2.216,236.9,33.89,2.2,0.0,375.8,0.621,0.661,
2020-01-15 23:00:00,PFA,69.88,42.35,11.21,2.88,246.0,38.51,2.668,0.0,375.7,0.468,0.664,
2020-01-16 00:00:00,PFA,76.52,23.22,10.28,0.706,330.6,47.51,1.392,0.0,375.6,0.0,0.0,
2020-01-16 01:00:00,PFA,84.8,0.0,9.07,3.494,319.1,7.054,3.295,0.0,375.6,1.903,2.788,
2020-01-16 02:00:00,PFA,81.4,0.0,9.28,1.834,323.5,33.85,2.227,0.0,375.6,0.0,0.0,
2020-01-16 03:00:00,PFA,67.41,0.0,10.95,0.697,102.9,42.62,1.432,0.0,375.6,0.0,0.0,
2020-01-16 04:00:00,PFA,74.14,0.0,10.55,2.501,231.9,19.09,2.16,0.0,375.6,0.728,1.804,
2020-01-16 05:00:00,PFA,77.44,0.0,10.2,1.203,336.6,47.56,1.412,0.0,375.6,0.0,0.0,
2020-01-16 06:00:00,PFA,89.5,0.0,8.21,2.331,321.5,8.18,2.2,0.0,375.6,0.788,1.128,
2020-01-16 07:00:00,PFA,87.7,0.0,8.02,2.377,329.8,16.91,2.513,0.0,375.6,0.313,0.046,
2020-01-16 08:00:00,PFA,87.5,0.0,8.09,3.375,328.4,10.12,3.211,0.0,375.6,0.698,0.998,
2020-01-16 09:00:00,PFA,86.1,0.0,7.906,4.02,332.4,12.43,3.716,0.0,375.6,0.505,0.645,
2020-01-16 10:00:00,PFA,83.5,15.23,7.955,3.356,355.0,15.23,3.203,0.0,375.6,0.0,0.0,
2020-01-16 11:00:00,PFA,83.1,92.0,8.86,1.036,336.1,21.72,1.332,0.0,375.6,0.0,0.0,
2020-01-16 12:00:00,PFA,78.53,145.9,9.57,1.333,339.1,20.58,1.519,0.0,375.6,0.187,0.297,
2020-01-16 13:00:00,PFA,61.53,162.1,11.45,0.064,216.4,33.05,0.882,0.0,375.7,0.0,0.0,
2020-01-16 14:00:00,PFA,58.7,300.2,12.2,4.313,236.7,47.72,2.791,0.0,375.7,1.909,4.249,
2020-01-16 15:00:00,PFA,59.22,938.0,13.56,5.029,224.6,6.256,3.432,0.0,375.9,0.641,0.716,
2020-01-16 16:00:00,PFA,49.66,1091.0,14.45,1.633,242.9,62.83,1.857,0.0,376.0,0.0,0.0,
2020-01-16 17:00:00,PFA,47.4,1185.0,15.65,2.099,257.2,36.27,2.145,0.0,376.1,0.288,0.466,
2020-01-16 18:00:00,PFA,48.92,684.3,15.83,1.716,258.6,37.21,1.993,0.0,376.0,0.0,0.0,
2020-01-16 19:00:00,PFA,51.28,869.0,15.4,2.223,254.5,32.57,2.31,0.0,376.0,0.317,0.507,
2020-01-16 20:00:00,PFA,55.0,840.0,15.51,3.143,251.5,28.13,2.83,0.0,376.0,0.52,0.92,
2020-01-16 21:00:00,PFA,57.68,298.8,14.69,2.772,244.0,20.53,2.558,0.0,375.9,0.0,0.0,
2020-01-16 22:00:00,PFA,58.33,139.6,14.71,0.556,216.4,17.18,1.049,0.0,375.8,0.0,0.0,
2020-01-16 23:00:00,PFA,61.8,88.9,14.48,1.526,220.9,15.38,1.405,0.0,375.8,0.356,0.97,
2020-01-17 00:00:00,PFA,62.98,12.21,13.99,0.322,271.5,7.935,0.701,0.0,375.8,0.0,0.0,
2020-01-17 01:00:00,PFA,69.43,0.0,13.15,0.976,295.2,19.78,1.311,0.0,375.7,0.61,0.654,
2020-01-17 02:00:00,PFA,78.01,0.0,12.34,2.382,337.4,12.52,2.099,0.0,375.7,0.788,1.406,
2020-01-17 03:00:00,PFA,76.39,0.0,12.48,2.835,321.8,15.51,2.878,0.0,375.7,0.779,0.453,
2020-01-17 04:00:00,PFA,79.86,0.0,12.35,1.764,340.0,22.32,1.859,0.0,375.7,0.0,0.0,
2020-01-17 05:00:00,PFA,84.0,0.0,11.86,1.304,285.0,11.38,1.172,0.0,375.7,0.0,0.0,
2020-01-17 06:00:00,PFA,85.6,0.0,11.39,2.015,337.3,9.78,1.914,0.0,375.7,0.742,0.711,
2020-01-17 07:00:00,PFA,85.7,0.0,11.27,2.185,327.5,16.99,2.226,0.0,375.7,0.312,0.17,
2020-01-17 08:00:00,PFA,87.0,0.0,11.48,2.104,274.4,27.37,1.74,0.0,375.6,0.0,0.0,
2020-01-17 09:00:00,PFA,86.1,0.0,11.4,2.344,317.6,11.06,2.06,0.0,375.7,0.32,0.24,
2020-01-17 10:00:00,PFA,85.8,0.0,11.64,0.235,330.9,19.17,0.927,0.0,375.7,0.0,0.0,
2020-01-17 11:00:00,PFA,86.4,16.88,12.08,4.142,229.4,11.49,2.906,0.0,375.7,1.979,3.907,
2020-01-17 12:00:00,PFA,83.8,86.9,12.49,4.644,225.2,9.06,3.534,0.0,375.7,0.628,0.502,
2020-01-17 13:00:00,PFA,85.9,104.6,12.42,5.318,227.8,13.99,3.787,0.0,375.7,0.253,0.674,
2020-01-17 14:00:00,PFA,82.3,167.5,12.72,5.009,225.6,9.13,3.588,0.0,375.7,0.0,0.0,
2020-01-17 15:00:00,PFA,80.7,179.8,13.31,6.056,227.2,11.07,4.529,0.0,375.7,0.941,1.047,
2020-01-17 16:00:00,PFA,93.5,258.3,12.61,6.135,223.6,5.265,3.704,0.0,375.7,0.0,0.079,
2020-01-17 17:00:00,PFA,96.0,436.5,13.14,7.263,221.8,4.757,3.618,0.0,375.7,0.0,1.128,
2020-01-17 18:00:00,PFA,97.1,276.5,13.42,5.453,217.7,4.766,2.263,0.0,375.7,0.0,0.0,
2020-01-17 19:00:00,PFA,93.7,320.4,14.23,4.88,220.7,3.285,1.914,0.0,375.8,0.0,0.0,
2020-01-17 20:00:00,PFA,93.8,163.4,14.48,0.513,236.8,8.78,0.886,0.0,375.8,0.0,0.0,
2020-01-17 21:00:00,PFA,83.5,484.0,16.01,1.403,126.8,10.12,1.941,0.0,375.9,1.055,0.89,
2020-01-17 22:00:00,PFA,80.1,209.5,16.85,1.654,224.5,11.31,1.371,0.0,375.9,0.0,0.251,
2020-01-17 23:00:00,PFA,81.4,55.22,16.33,1.185,147.0,27.5,2.006,0.0,375.8,0.635,0.0,
2020-01-18 00:00:00,PFA,81.2,4.035,16.24,1.974,144.2,42.46,2.763,0.0,375.8,0.757,0.789,
2020-01-18 01:00:00,PFA,83.2,0.0,14.93,2.074,322.3,16.97,1.943,0.0,375.7,0.0,0.1,
2020-01-18 02:00:00,PFA,84.5,0.0,14.26,0.288,4.389,23.24,0.782,0.0,375.7,0.0,0.0,
2020-01-18 03:00:00,PFA,82.5,0.0,13.76,0.448,179.4,62.85,1.13,0.0,375.7,0.348,0.16,
2020-01-18 04:00:00,PFA,77.12,0.0,13.38,3.344,326.2,21.18,2.975,0.0,375.7,1.845,2.896,
2020-01-18 05:00:00,PFA,88.2,0.0,12.59,0.452,323.0,13.48,0.812,0.0,375.7,0.0,0.0,
2020-01-18 06:00:00,PFA,89.0,0.0,12.09,0.617,251.9,20.62,1.023,0.0,375.7,0.211,0.165,
2020-01-18 07:00:00,PFA,88.1,0.0,11.66,0.32,329.4,44.48,0.944,0.0,375.7,0.0,0.0,
2020-01-18 08:00:00,PFA,97.1,0.0,10.51,1.596,310.1,6.743,1.644,0.0,375.6,0.7,1.276,
2020-01-18 09:00:00,PFA,96.4,0.0,10.88,1.421,318.1,3.665,1.566,0.0,375.6,0.0,0.0,
2020-01-18 10:00:00,PFA,94.7,16.27,10.68,1.517,328.8,6.637,1.68,0.0,375.6,0.114,0.096,
2020-01-18 11:00:00,PFA,87.5,89.7,12.16,0.197,334.5,5.962,0.422,0.0,375.7,0.0,0.0,
2020-01-18 12:00:00,PFA,90.7,88.6,11.64,0.223,341.6,10.03,1.049,0.0,375.7,0.627,0.026,
2020-01-18 13:00:00,PFA,71.42,551.7,14.37,0.36,177.1,19.1,1.149,0.0,375.9,0.1,0.137,
2020-01-18 14:00:00,PFA,68.14,719.4,15.11,2.323,217.4,5.933,1.207,0.0,376.1,0.058,1.963,
2020-01-18 15:00:00,PFA,59.39,862.0,15.02,4.538,243.0,25.42,3.481,0.0,375.9,2.274,2.215,
2020-01-18 16:00:00,PFA,56.01,957.0,15.47,5.652,231.9,20.54,4.274,0.0,375.9,0.793,1.114,
2020-01-18 17:00:00,PFA,53.54,982.0,16.44,5.272,230.5,18.78,4.014,0.0,376.0,0.0,0.0,
2020-01-18 18:00:00,PFA,46.24,956.0,17.8,3.113,259.8,34.67,2.746,0.0,376.1,0.0,0.0,
2020-01-18 19:00:00,PFA,45.21,858.0,18.43,4.005,230.0,21.67,2.972,0.0,376.2,0.226,0.892,
2020-01-18 20:00:00,PFA,44.11,717.6,19.09,2.93,241.2,25.27,2.736,0.0,376.2,0.0,0.0,
2020-01-18 21:00:00,PFA,46.86,519.5,19.25,4.252,227.1,11.09,3.075,0.0,376.2,0.339,1.322,
2020-01-18 22:00:00,PFA,45.7,352.1,19.36,2.913,226.5,17.0,2.282,0.0,376.2,0.0,0.0,
2020-01-18 23:00:00,PFA,53.32,170.9,18.33,1.747,234.7,46.35,2.022,0.0,376.0,0.0,0.0,
2020-01-19 00:00:00,PFA,61.74,21.89,16.41,2.196,335.2,41.99,2.324,0.0,375.8,0.302,0.449,
2020-01-19 01:00:00,PFA,67.2,0.0,14.97,1.48,316.8,23.14,1.532,0.0,375.7,0.0,0.0,
2020-01-19 02:00:00,PFA,69.6,0.0,14.23,0.821,344.1,59.83,1.378,0.0,375.7,0.0,0.0,
2020-01-19 03:00:00,PFA,70.23,0.0,13.47,0.889,262.5,23.74,1.244,0.0,375.7,0.0,0.068,
2020-01-19 04:00:00,PFA,75.58,0.0,12.75,0.641,254.3,9.0,1.052,0.0,375.7,0.0,0.0,
2020-01-19 05:00:00,PFA,76.72,0.0,12.66,1.776,311.3,27.5,1.97,0.0,375.7,0.918,1.135,
2020-01-19 06:00:00,PFA,73.32,0.0,12.49,0.731,273.3,53.17,1.083,0.0,375.7,0.0,0.0,
2020-01-19 07:00:00,PFA,76.37,0.0,12.24,1.512,297.7,32.23,1.912,0.0,375.7,0.829,0.781,
2020-01-19 08:00:00,PFA,87.8,0.0,11.69,0.808,332.1,10.95,1.219,0.0,375.7,0.0,0.0,
2020-01-19 09:00:00,PFA,75.05,0.0,12.19,0.247,154.5,43.14,0.983,0.0,375.7,0.0,0.0,
2020-01-19 10:00:00,PFA,85.6,0.0,11.54,0.471,30.47,26.67,0.838,0.0,375.7,0.0,0.224,
2020-01-19 11:00:00,PFA,77.05,57.8,12.44,0.19,241.3,14.04,0.656,0.0,375.7,0.0,0.0,
2020-01-19 12:00:00,PFA,81.0,77.0,12.32,1.145,41.5,14.2,1.575,0.0,375.7,0.919,0.955,
2020-01-19 13:00:00,PFA,70.89,563.5,14.43,5.407,223.8,4.041,2.975,0.0,376.0,1.4,4.262,
2020-01-19 14:00:00,PFA,63.03,373.0,14.27,2.381,243.5,26.03,2.169,0.0,375.8,0.0,0.0,
2020-01-19 15:00:00,PFA,62.6,345.4,14.9,4.226,222.7,6.469,2.11,0.0,375.8,0.0,1.845,
2020-01-19 16:00:00,PFA,58.53,316.0,15.15,4.52,225.3,6.604,2.57,0.0,375.8,0.46,0.294,
2020-01-19 17:00:00,PFA,56.3,456.0,16.14,4.112,228.2,9.59,2.943,0.0,375.9,0.373,0.0,
2020-01-19 18:00:00,PFA,52.19,488.5,17.01,1.314,250.5,31.1,1.39,0.0,376.0,0.0,0.0,
2020-01-19 19:00:00,PFA,51.71,331.2,17.01,2.135,203.6,38.97,2.047,0.0,376.0,0.657,0.821,
2020-01-19 20:00:00,PFA,54.65,270.6,17.18,0.955,227.3,44.15,1.256,0.0,375.9,0.0,0.0,
2020-01-19 21:00:00,PFA,59.88,175.7,16.98,4.121,353.4,26.73,3.813,0.0,375.9,2.557,3.166,
2020-01-19 22:00:00,PFA,62.85,124.7,16.51,4.917,334.0,14.0,4.387,0.0,375.8,0.574,0.796,
2020-01-19 23:00:00,PFA,62.28,49.03,16.33,1.467,294.0,80.5,1.957,0.0,375.8,0.0,0.0,
2020-01-20 00:00:00,PFA,66.23,16.75,16.07,1.506,323.4,14.07,1.66,0.0,375.8,0.0,0.039,
2020-01-20 01:00:00,PFA,75.4,0.0,14.51,1.439,259.2,39.18,1.685,0.0,375.7,0.025,0.0,
2020-01-20 02:00:00,PFA,71.53,0.0,14.76,0.424,271.5,44.41,1.112,0.0,375.7,0.0,0.0,
2020-01-20 03:00:00,PFA,79.38,0.0,13.22,1.547,314.2,61.11,1.715,0.0,375.7,0.603,1.123,
2020-01-20 04:00:00,PFA,86.5,0.0,12.59,1.547,338.3,20.21,1.525,0.0,375.7,0.0,0.0,
2020-01-20 05:00:00,PFA,92.4,0.0,12.34,1.128,320.8,8.03,1.302,0.0,375.7,0.0,0.0,
2020-01-20 06:00:00,PFA,93.8,0.0,12.11,1.52,332.5,6.843,1.797,0.0,375.7,0.495,0.392,
2020-01-20 07:00:00,PFA,84.3,0.0,12.87,2.034,351.8,15.41,1.972,0.0,375.7,0.175,0.514,
2020-01-20 08:00:00,PFA,93.8,0.0,11.26,1.552,316.7,8.36,1.424,0.0,375.6,0.0,0.0,
2020-01-20 09:00:00,PFA,86.1,0.0,11.82,1.956,347.5,13.86,1.966,0.0,375.6,0.542,0.404,
2020-01-20 10:00:00,PFA,86.1,10.2,11.49,2.821,345.5,12.35,2.709,0.0,375.7,0.743,0.865,
2020-01-20 11:00:00,PFA,82.0,87.4,12.11,2.53,334.2,12.66,2.508,0.0,375.7,0.0,0.0,
2020-01-20 12:00:00,PFA,80.7,112.2,12.88,0.701,0.388,16.49,1.167,0.0,375.7,0.0,0.0,
2020-01-20 13:00:00,PFA,77.67,488.2,14.89,0.93,117.4,19.42,1.419,0.0,375.8,0.252,0.229,
2020-01-20 14:00:00,PFA,69.27,665.9,16.19,3.843,225.1,4.981,2.733,0.0,376.0,1.314,2.913,
2020-01-20 15:00:00,PFA,66.04,805.3,16.89,3.224,228.1,12.13,2.318,0.0,376.1,0.0,0.0,
2020-01-20 16:00:00,PFA,60.66,898.0,18.25,6.41,219.4,4.785,2.654,0.0,376.3,0.336,3.186,
2020-01-20 17:00:00,PFA,57.02,955.0,18.19,5.271,238.7,27.18,4.203,0.0,376.1,1.549,0.0,
2020-01-20 18:00:00,PFA,51.34,924.0,19.75,2.774,252.8,32.87,2.688,0.0,376.2,0.0,0.0,
2020-01-20 19:00:00,PFA,50.15,832.0,20.96,2.205,228.9,24.98,2.101,0.0,376.4,0.0,0.0,
2020-01-20 20:00:00,PFA,46.6,707.7,22.15,1.988,247.1,21.95,2.115,0.0,376.5,0.014,0.0,
2020-01-20 21:00:00,PFA,47.15,537.6,22.01,2.523,247.8,38.17,2.289,0.0,376.4,0.174,0.535,
2020-01-20 22:00:00,PFA,47.81,346.7,22.22,3.301,236.0,13.81,2.733,0.0,376.3,0.444,0.778,
2020-01-20 23:00:00,PFA,50.28,180.1,21.86,2.664,228.9,29.23,2.327,0.0,376.2,0.0,0.0,
2020-01-21 00:00:00,PFA,63.78,10.15,19.0,1.201,274.5,37.85,1.607,0.0,375.9,0.0,0.0,
2020-01-21 01:00:00,PFA,59.63,0.0,18.8,1.775,248.2,24.27,1.911,0.0,375.9,0.304,0.574,
2020-01-21 02:00:00,PFA,62.9,0.0,18.31,2.374,331.7,27.54,2.324,0.0,375.8,0.413,0.599,
